,district,price,address,AdUpdateDate,Category,GrossSquareMeters,BuildingAge,NumberFloorsofBuilding,UsingStatus,EligibilityForInvestment,BuildStatus,TitleStatus,ItemStatus,NumberOfBathrooms,NumberOfWCs,AdCreationDate,Type,NetSquareMeters,NumberOfRooms,FloorLocation,HeatingType,CreditEligibility,InsideTheSite,StructureType,MortgageStatus,Swap,Balcony,PriceStatus,RentalIncome,NumberOfBalconies,BalconyType,HallSquareMeters,WCSquareMeters,IsItVideoNavigable?,Subscription,BathroomSquareMeters,BalconySquareMeters
1270,avcilar,"860,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",14 Ocak 2022,Satılık,72 m2,3,3,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,15 Aralık 2021,Konut,60 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1271,avcilar,"980,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Ambarlı Mahallesi Satılık Daire']",29 Ocak 2022,Satılık,220 m2,21 Ve Üzeri,3,Boş,,,Kat İrtifakı,,2,2,16 Aralık 2021,Konut,200 m2,5+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,Var,Genel Fiyat,,1,Açık Balkon,,,,40 TL,,
1272,avcilar,"1,500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Gümüşpala Mahallesi Satılık Daire']",20 Aralık 2021,Satılık,130 m2,5-10,3,Kiracı Oturuyor,,İkinci El,Kat Mülkiyeti,Boş,2,1,15 Aralık 2021,Konut,120 m2,3+2,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,3.000 TL,1,Açık Balkon,,,,30 TL,,
1273,avcilar,"3,100,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",15 Aralık 2021,Satılık,188 m2,4,24,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,15 Aralık 2021,Konut,177 m2,3+1,15. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1274,avcilar,"980,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",14 Şubat 2022,Satılık,160 m2,11-15,5,Boş,Bilinmiyor,,,Boş,2,,15 Aralık 2021,Konut,150 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1275,avcilar,"640,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Üniversite Mahallesi Satılık Daire']",25 Aralık 2021,Satılık,100 m2,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,,Kat İrtifakı,,1,1,14 Aralık 2021,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,Var,Genel Fiyat,3.000 TL,,,,,,,,
1276,avcilar,"710,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",20 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1277,avcilar,"550,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",14 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1278,avcilar,"700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",20 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1279,avcilar,"565,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",14 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1280,avcilar,"585,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",14 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1281,avcilar,"625,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",19 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1282,avcilar,"698,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",19 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1283,avcilar,"688,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",19 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1284,avcilar,"635,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",14 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,13 Aralık 2021,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1285,avcilar,"320,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",17 Şubat 2022,Satılık,110 m2,11-15,5,Kiracı Oturuyor,Bilinmiyor,,Hisseli Tapu,Boş,1,,13 Aralık 2021,Konut,100 m2,2+1,2. Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,Betonarme,,Var,Var,Genel Fiyat,,,,,,,100 TL,,
1286,avcilar,"690,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",13 Aralık 2021,Satılık,118 m2,5-10,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,2,1,13 Aralık 2021,Konut,100 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,4.500 TL,,,,,,30 TL,,
1287,avcilar,"1,050,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",13 Aralık 2021,Satılık,95 m2,0 (Yeni),3,Boş,,Sıfır,,,1,,13 Aralık 2021,Konut,85 m2,2+1,2. Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,Betonarme,,Yok,,Genel Fiyat,,,,,,,,,
1288,avcilar,"3,150,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",21 Aralık 2021,Satılık,230 m2,5-10,16,Kiracı Oturuyor,Bilinmiyor,,,Boş,4,,12 Aralık 2021,Konut,200 m2,4+2,6. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1289,avcilar,"1,250,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,,Sıfır,Kat Mülkiyeti,Boş,1,1,12 Aralık 2021,Konut,95 m2,2+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,1,,,,,50 TL,,
1290,avcilar,"785,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,190 m2,5-10,3,Kiracı Oturuyor,,İkinci El,Kat Mülkiyeti,,2,2,12 Aralık 2021,Konut,170 m2,3+2,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,2,,,,,50 TL,,
1291,avcilar,"980,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",16 Aralık 2021,Satılık,120 m2,0 (Yeni),4,Boş,,Sıfır,Kat Mülkiyeti,,1,1,12 Aralık 2021,Konut,100 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,,,,,,50 TL,,
1292,avcilar,"730,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,105 m2,4,4,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,,1,1,12 Aralık 2021,Konut,85 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,,,,,,50 TL,,
1293,avcilar,"595,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,95 m2,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,,1,1,12 Aralık 2021,Konut,75 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Yok,Genel Fiyat,,,,,,,50 TL,,
1294,avcilar,"645,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",19 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1295,avcilar,"685,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",19 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1296,avcilar,"820,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",20 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1297,avcilar,"709,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",21 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1298,avcilar,"585,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1299,avcilar,"565,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1300,avcilar,"625,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,105 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,12 Aralık 2021,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
1301,avcilar,"430,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",12 Aralık 2021,Satılık,120 m2,11-15,4,Mülk Sahibi Oturuyor,,İkinci El,,,1,1,12 Aralık 2021,Konut,100 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,,,,,,40 TL,,
1302,avcilar,"850,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",26 Aralık 2021,Satılık,80 m2,4,3,Mülk Sahibi Oturuyor,,İkinci El,Kat Mülkiyeti,,1,1,12 Aralık 2021,Konut,60 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Yok,Genel Fiyat,,,,,,,40 TL,,
1303,avcilar,"900,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",11 Aralık 2021,Satılık,180 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,Boş,1,,11 Aralık 2021,Konut,175 m2,4+1,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,Var,Genel Fiyat,5.000 TL,,,,,,30 TL,,
1304,avcilar,"640,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Gümüşpala Mahallesi Satılık Daire']",11 Aralık 2021,Satılık,130 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,1,11 Aralık 2021,Konut,125 m2,3+1,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Var,,Var,Genel Fiyat,5.000 TL,,,,,,25 TL,,
1305,avcilar,"2,750,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",16 Aralık 2021,Satılık,240 m2,11-15,5,Kiracı Oturuyor,,İkinci El,,,1,2,11 Aralık 2021,Konut,220 m2,4+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,,Var,Genel Fiyat,,,,,,,50 TL,,
1306,avcilar,"360,000TLarrow_downward%3","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",11 Aralık 2021,Satılık,85 m2,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,1,11 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,Yok,Yok,Yok,Genel Fiyat,,,,,,,,,
1307,avcilar,"949,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",13 Aralık 2021,Satılık,115 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,10 Aralık 2021,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1308,avcilar,"355,000TLarrow_downward%7","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",04 Ocak 2022,Satılık,100 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,,1,,11 Aralık 2021,Konut,90 m2,2+1,5. Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,,Var,Genel Fiyat,,,,,,,,,
1309,avcilar,"480,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",04 Ocak 2022,Satılık,85 m2,0 (Yeni),4,Boş,,,Kat Mülkiyeti,,1,,10 Aralık 2021,Konut,60 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,Var,Genel Fiyat,,1,,,,,,,
1310,avcilar,"2,150,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",10 Aralık 2021,Satılık,202 m2,5-10,16,Kiracı Oturuyor,Bilinmiyor,,,Boş,2,,10 Aralık 2021,Konut,180 m2,2+2,16. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1311,avcilar,"2,600,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",10 Aralık 2021,Satılık,128 m2,5-10,24,Boş,Bilinmiyor,,,Boş,2,,10 Aralık 2021,Konut,110 m2,2+1,23. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1312,avcilar,"2,750,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",10 Aralık 2021,Satılık,128 m2,5-10,24,Boş,Bilinmiyor,,,Boş,2,,09 Aralık 2021,Konut,110 m2,2+1,22. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1313,avcilar,"720,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Cihangir Mahallesi Satılık Daire']",10 Ocak 2022,Satılık,75 m2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,10 Aralık 2021,Konut,70 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1314,avcilar,"10,000,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",13 Ocak 2022,Satılık,305 m2,5-10,25,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,3,,10 Aralık 2021,Konut,290 m2,5+1,19. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1315,avcilar,"760,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",09 Aralık 2021,Satılık,75 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,09 Aralık 2021,Konut,65 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1316,avcilar,"860,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",09 Aralık 2021,Satılık,75 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,1,,09 Aralık 2021,Konut,65 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1317,avcilar,"3,170,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Ambarlı Mahallesi Satılık Daire']",01 Mart 2022,Satılık,220 m2,3,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,3,2,08 Aralık 2021,Konut,190 m2,5+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Yok,Var,Genel Fiyat,,2,Açık Teras,,,,,,
1318,avcilar,"550,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Merkez Mahallesi Satılık Daire']",07 Aralık 2021,Satılık,140 m2,21 Ve Üzeri,4,Kiracı Oturuyor,,,,,1,,07 Aralık 2021,Konut,130 m2,3+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,Var,Genel Fiyat,,,,,,,20 TL,,
1319,avcilar,"530,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",05 Aralık 2021,Satılık,105 m2,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,1,05 Aralık 2021,Konut,100 m2,2+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,3.500 TL,1,Açık Balkon,,,,20 TL,,
1320,avcilar,"2,000,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",05 Aralık 2021,Satılık,159 m2,3,24,Boş,,İkinci El,,,2,,05 Aralık 2021,Konut,110 m2,3+1,20. Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,Betonarme,,Yok,,Genel Fiyat,,,,,,,,,
1321,avcilar,"2,150,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",08 Aralık 2021,Satılık,183 m2,3,1,Boş,,İkinci El,,,2,,05 Aralık 2021,Konut,135 m2,3+1,1. Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,Betonarme,,Yok,,Genel Fiyat,,,,,,,,,
1322,avcilar,"1,050,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Tahtakale Mahallesi Satılık Daire']",05 Aralık 2021,Satılık,100 m2,5-10,16,Boş,Bilinmiyor,,,Boş,2,,05 Aralık 2021,Konut,85 m2,2+1,8. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1323,avcilar,"380,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",24 Aralık 2021,Satılık,100 m2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Bilinmiyor,İkinci El,Arsa,,1,,04 Aralık 2021,Konut,90 m2,2+1,5. Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Betonarme,,Yok,,Genel Fiyat,,,,,,,30 TL,,
1324,avcilar,"315,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Üniversite Mahallesi Satılık Daire']",05 Aralık 2021,Satılık,35 m2,21 Ve Üzeri,5,Boş,Bilinmiyor,,,Eşyalı,1,,04 Aralık 2021,Konut,28 m2,1+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1325,avcilar,"700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Denizköşkler Mahallesi Satılık Daire']",04 Aralık 2021,Satılık,135 m2,11-15,5,Boş,,,,,1,,04 Aralık 2021,Konut,120 m2,3+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,4.000 TL,,,,,,,,
1326,avcilar,"380,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",03 Aralık 2021,Satılık,100 m2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Hisseli Tapu,Boş,1,1,03 Aralık 2021,Konut,90 m2,2+1,5. Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Betonarme,,Yok,Var,Genel Fiyat,3.500 TL,1,Açık Balkon,,,,50 TL,,
1327,avcilar,"625,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",03 Aralık 2021,Satılık,110 m2,11-15,5,Boş,Bilinmiyor,,,Boş,1,,03 Aralık 2021,Konut,100 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
1328,avcilar,"450,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Avcılar Satılık Daire', 'Ambarlı Mahallesi Satılık Daire']",07 Aralık 2021,Satılık,140 m2,11-15,4,Boş,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,2,2,03 Aralık 2021,Konut,125 m2,3+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,Yok,Yok,Var,Genel Fiyat,2.500 TL,2,Kapalı Balkon,,,,,12 m2,12 m2
